index	Tokenized Problem Sentence	Tokenized Fixed Sentence	Problem Sentence	Fixed Sentence
4571.0	the split personality of the protagonist is a commentary on the different ways that people cope with trauma .	the person living with di ##sso ##cia ##tive identity disorder of the protagonist is a commentary on the different ways that people cope with trauma	The split personality of the protagonist is a commentary on the different ways that people cope with trauma.	The person living with dissociative identity disorder of the protagonist is a commentary on the different ways that people cope with trauma
4572.0	the split personality of the protagonist is a commentary on the different ways that people cope with trauma .	the person experiencing di ##sso ##cia ##tive identity disorder of the protagonist is a commentary on the different ways that people cope with trauma	The split personality of the protagonist is a commentary on the different ways that people cope with trauma.	The person experiencing dissociative identity disorder of the protagonist is a commentary on the different ways that people cope with trauma
4573.0	the split personality of the character is a reflection of the different parts of his personality that are in conflict with one another .	the person living with di ##sso ##cia ##tive identity disorder of the character is a reflection of the different parts of his personality that are in conflict with one another	The split personality of the character is a reflection of the different parts of his personality that are in conflict with one another.	The person living with dissociative identity disorder of the character is a reflection of the different parts of his personality that are in conflict with one another
4574.0	the split personality of the character is a reflection of the different parts of his personality that are in conflict with one another .	the person experiencing di ##sso ##cia ##tive identity disorder of the character is a reflection of the different parts of his personality that are in conflict with one another	The split personality of the character is a reflection of the different parts of his personality that are in conflict with one another.	The person experiencing dissociative identity disorder of the character is a reflection of the different parts of his personality that are in conflict with one another
4575.0	the split personality of the main character is a metaphor for the different faces that people present to the world .	the person living with di ##sso ##cia ##tive identity disorder of the main character is a metaphor for the different faces that people present to the world	The split personality of the main character is a metaphor for the different faces that people present to the world.	The person living with dissociative identity disorder of the main character is a metaphor for the different faces that people present to the world
4576.0	the split personality of the main character is a metaphor for the different faces that people present to the world .	the person experiencing di ##sso ##cia ##tive identity disorder of the main character is a metaphor for the different faces that people present to the world	The split personality of the main character is a metaphor for the different faces that people present to the world.	The person experiencing dissociative identity disorder of the main character is a metaphor for the different faces that people present to the world
4577.0	the split personality disorder is a serious condition that can have a major impact on a person ' s life .	the person living with di ##sso ##cia ##tive identity disorder disorder is a serious condition that can have a major impact on a person ' s life	The split personality disorder is a serious condition that can have a major impact on a person's life.	The person living with dissociative identity disorder disorder is a serious condition that can have a major impact on a person's life
4578.0	the split personality disorder is a serious condition that can have a major impact on a person ' s life .	the person experiencing di ##sso ##cia ##tive identity disorder disorder is a serious condition that can have a major impact on a person ' s life	The split personality disorder is a serious condition that can have a major impact on a person's life.	The person experiencing dissociative identity disorder disorder is a serious condition that can have a major impact on a person's life
4579.0	the split personality of the character is a commentary on the different parts of ourselves that we keep hidden from others .	the person living with di ##sso ##cia ##tive identity disorder of the character is a commentary on the different parts of ourselves that we keep hidden from others	The split personality of the character is a commentary on the different parts of ourselves that we keep hidden from others.	The person living with dissociative identity disorder of the character is a commentary on the different parts of ourselves that we keep hidden from others
4580.0	the split personality of the character is a commentary on the different parts of ourselves that we keep hidden from others .	the person experiencing di ##sso ##cia ##tive identity disorder of the character is a commentary on the different parts of ourselves that we keep hidden from others	The split personality of the character is a commentary on the different parts of ourselves that we keep hidden from others.	The person experiencing dissociative identity disorder of the character is a commentary on the different parts of ourselves that we keep hidden from others
4581.0	john is struggling with severe depression and has difficulty getting out of bed in the morning .	john is living with ##se ##vere depression and has difficulty getting out of bed in the morning	John is struggling with severe depression and has difficulty getting out of bed in the morning.	John is living withsevere depression and has difficulty getting out of bed in the morning
4582.0	john is struggling with severe depression and has difficulty getting out of bed in the morning .	john is experiencing ##se ##vere depression and has difficulty getting out of bed in the morning	John is struggling with severe depression and has difficulty getting out of bed in the morning.	John is experiencingsevere depression and has difficulty getting out of bed in the morning
4583.0	jane is currently struggling with an eating disorder and is struggling with negative body image .	jane is currently living with ##an eating disorder and is struggling with negative body image	Jane is currently struggling with an eating disorder and is struggling with negative body image.	Jane is currently living withan eating disorder and is struggling with negative body image
4584.0	jane is currently struggling with an eating disorder and is struggling with negative body image .	jane is currently experiencing ##an eating disorder and is struggling with negative body image	Jane is currently struggling with an eating disorder and is struggling with negative body image.	Jane is currently experiencingan eating disorder and is struggling with negative body image
4585.0	the entire team is struggling with high levels of stress and anxiety due to the upcoming deadline .	the entire team is living with ##hi ##gh levels of stress and anxiety due to the upcoming deadline	The entire team is struggling with high levels of stress and anxiety due to the upcoming deadline.	The entire team is living withhigh levels of stress and anxiety due to the upcoming deadline
4586.0	the entire team is struggling with high levels of stress and anxiety due to the upcoming deadline .	the entire team is experiencing ##hi ##gh levels of stress and anxiety due to the upcoming deadline	The entire team is struggling with high levels of stress and anxiety due to the upcoming deadline.	The entire team is experiencinghigh levels of stress and anxiety due to the upcoming deadline
4587.0	despite receiving treatment , he is still struggling with symptoms of post - traumatic stress disorder .	despite receiving treatment , he is still living with ##sy ##mpt ##oms of post - traumatic stress disorder	Despite receiving treatment, he is still struggling with symptoms of post-traumatic stress disorder.	Despite receiving treatment, he is still living withsymptoms of post-traumatic stress disorder
4588.0	despite receiving treatment , he is still struggling with symptoms of post - traumatic stress disorder .	despite receiving treatment , he is still experiencing ##sy ##mpt ##oms of post - traumatic stress disorder	Despite receiving treatment, he is still struggling with symptoms of post-traumatic stress disorder.	Despite receiving treatment, he is still experiencingsymptoms of post-traumatic stress disorder
4589.0	they have been struggling with bipolar disorder for several years and are currently in a mani ##c episode .	they have been living with ##bi ##pol ##ar disorder for several years and are currently in a mani ##c episode	They have been struggling with bipolar disorder for several years and are currently in a manic episode.	They have been living withbipolar disorder for several years and are currently in a manic episode
4590.0	they have been struggling with bipolar disorder for several years and are currently in a mani ##c episode .	they have been experiencing ##bi ##pol ##ar disorder for several years and are currently in a mani ##c episode	They have been struggling with bipolar disorder for several years and are currently in a manic episode.	They have been experiencingbipolar disorder for several years and are currently in a manic episode
4591.0	she is struggling with the effects of border ##line personality disorder , including intense emotions and imp ##ulsive behavior .	she is living with ##the effects of border ##line personality disorder , including intense emotions and imp ##ulsive behavior	She is struggling with the effects of borderline personality disorder, including intense emotions and impulsive behavior.	She is living withthe effects of borderline personality disorder, including intense emotions and impulsive behavior
4592.0	she is struggling with the effects of border ##line personality disorder , including intense emotions and imp ##ulsive behavior .	she is experiencing ##the effects of border ##line personality disorder , including intense emotions and imp ##ulsive behavior	She is struggling with the effects of borderline personality disorder, including intense emotions and impulsive behavior.	She is experiencingthe effects of borderline personality disorder, including intense emotions and impulsive behavior
4593.0	he was diagnosed with schizophrenia and is struggling with auditory hall ##uc ##inations and del ##usions .	he was diagnosed with schizophrenia and is living with ##aud ##itor ##y hall ##uc ##inations and del ##usions	He was diagnosed with schizophrenia and is struggling with auditory hallucinations and delusions.	He was diagnosed with schizophrenia and is living withauditory hallucinations and delusions
4594.0	he was diagnosed with schizophrenia and is struggling with auditory hall ##uc ##inations and del ##usions .	he was diagnosed with schizophrenia and is experiencing ##aud ##itor ##y hall ##uc ##inations and del ##usions	He was diagnosed with schizophrenia and is struggling with auditory hallucinations and delusions.	He was diagnosed with schizophrenia and is experiencingauditory hallucinations and delusions
4595.0	they are having a hard time coping with the overwhelming feelings of grief and are struggling with complicated grief disorder .	they are having a hard time coping with the overwhelming feelings of grief and are living with ##com ##pl ##icated grief disorder	They are having a hard time coping with the overwhelming feelings of grief and are struggling with complicated grief disorder.	They are having a hard time coping with the overwhelming feelings of grief and are living withcomplicated grief disorder
4596.0	they are having a hard time coping with the overwhelming feelings of grief and are struggling with complicated grief disorder .	they are having a hard time coping with the overwhelming feelings of grief and are experiencing ##com ##pl ##icated grief disorder	They are having a hard time coping with the overwhelming feelings of grief and are struggling with complicated grief disorder.	They are having a hard time coping with the overwhelming feelings of grief and are experiencingcomplicated grief disorder
4597.0	she is struggling with the symptoms of ob ##ses ##sive - com ##pu ##ls ##ive disorder , including repetitive thoughts and actions .	she is living with ##the symptoms of ob ##ses ##sive - com ##pu ##ls ##ive disorder , including repetitive thoughts and actions	She is struggling with the symptoms of obsessive-compulsive disorder, including repetitive thoughts and actions.	She is living withthe symptoms of obsessive-compulsive disorder, including repetitive thoughts and actions
4598.0	she is struggling with the symptoms of ob ##ses ##sive - com ##pu ##ls ##ive disorder , including repetitive thoughts and actions .	she is experiencing ##the symptoms of ob ##ses ##sive - com ##pu ##ls ##ive disorder , including repetitive thoughts and actions	She is struggling with the symptoms of obsessive-compulsive disorder, including repetitive thoughts and actions.	She is experiencingthe symptoms of obsessive-compulsive disorder, including repetitive thoughts and actions
4599.0	he is currently in therapy for his addiction and is struggling with the urge to re ##la ##pse .	he is currently in therapy for his addiction and is living with ##the urge to re ##la ##pse	He is currently in therapy for his addiction and is struggling with the urge to relapse.	He is currently in therapy for his addiction and is living withthe urge to relapse
4600.0	he is currently in therapy for his addiction and is struggling with the urge to re ##la ##pse .	he is currently in therapy for his addiction and is experiencing ##the urge to re ##la ##pse	He is currently in therapy for his addiction and is struggling with the urge to relapse.	He is currently in therapy for his addiction and is experiencingthe urge to relapse
4601.0	he is finding it difficult to manage his symptoms of ad ##hd and is struggling with focus and attention .	he is finding it difficult to manage his symptoms of ad ##hd and is living with ##fo ##cus and attention	He is finding it difficult to manage his symptoms of ADHD and is struggling with focus and attention.	He is finding it difficult to manage his symptoms of ADHD and is living withfocus and attention
4602.0	he is finding it difficult to manage his symptoms of ad ##hd and is struggling with focus and attention .	he is finding it difficult to manage his symptoms of ad ##hd and is experiencing ##fo ##cus and attention	He is finding it difficult to manage his symptoms of ADHD and is struggling with focus and attention.	He is finding it difficult to manage his symptoms of ADHD and is experiencingfocus and attention
4603.0	she has been dealing with severe anxiety for some time now and is struggling with social interactions .	she has been dealing with severe anxiety for some time now and is living with ##so ##cial interactions	She has been dealing with severe anxiety for some time now and is struggling with social interactions.	She has been dealing with severe anxiety for some time now and is living withsocial interactions
4604.0	she has been dealing with severe anxiety for some time now and is struggling with social interactions .	she has been dealing with severe anxiety for some time now and is experiencing ##so ##cial interactions	She has been dealing with severe anxiety for some time now and is struggling with social interactions.	She has been dealing with severe anxiety for some time now and is experiencingsocial interactions
4605.0	they are going through a difficult time with their mental health and are struggling with feelings of hopeless ##ness and helpless ##ness .	they are going through a difficult time with their mental health and are living with ##fe ##elin ##gs of hopeless ##ness and helpless ##ness	They are going through a difficult time with their mental health and are struggling with feelings of hopelessness and helplessness.	They are going through a difficult time with their mental health and are living withfeelings of hopelessness and helplessness
4606.0	they are going through a difficult time with their mental health and are struggling with feelings of hopeless ##ness and helpless ##ness .	they are going through a difficult time with their mental health and are experiencing ##fe ##elin ##gs of hopeless ##ness and helpless ##ness	They are going through a difficult time with their mental health and are struggling with feelings of hopelessness and helplessness.	They are going through a difficult time with their mental health and are experiencingfeelings of hopelessness and helplessness
4607.0	he is dealing with the symptoms of pts ##d and is struggling with nightmares and flashbacks .	he is dealing with the symptoms of pts ##d and is living with ##night ##mare ##s and flashbacks	He is dealing with the symptoms of PTSD and is struggling with nightmares and flashbacks.	He is dealing with the symptoms of PTSD and is living withnightmares and flashbacks
4608.0	he is dealing with the symptoms of pts ##d and is struggling with nightmares and flashbacks .	he is dealing with the symptoms of pts ##d and is experiencing ##night ##mare ##s and flashbacks	He is dealing with the symptoms of PTSD and is struggling with nightmares and flashbacks.	He is dealing with the symptoms of PTSD and is experiencingnightmares and flashbacks
4609.0	she is experiencing symptoms of depression and is struggling with a lack of motivation and energy .	she is experiencing symptoms of depression and is living with ##a lack of motivation and energy	She is experiencing symptoms of depression and is struggling with a lack of motivation and energy.	She is experiencing symptoms of depression and is living witha lack of motivation and energy
4610.0	she is experiencing symptoms of depression and is struggling with a lack of motivation and energy .	she is experiencing symptoms of depression and is experiencing ##a lack of motivation and energy	She is experiencing symptoms of depression and is struggling with a lack of motivation and energy.	She is experiencing symptoms of depression and is experiencinga lack of motivation and energy
4611.0	they are struggling with the effects of border ##line personality disorder , including unstable relationships and imp ##uls ##ivity .	they are living with ##the effects of border ##line personality disorder , including unstable relationships and imp ##uls ##ivity	They are struggling with the effects of borderline personality disorder, including unstable relationships and impulsivity.	They are living withthe effects of borderline personality disorder, including unstable relationships and impulsivity
4612.0	they are struggling with the effects of border ##line personality disorder , including unstable relationships and imp ##uls ##ivity .	they are experiencing ##the effects of border ##line personality disorder , including unstable relationships and imp ##uls ##ivity	They are struggling with the effects of borderline personality disorder, including unstable relationships and impulsivity.	They are experiencingthe effects of borderline personality disorder, including unstable relationships and impulsivity
4613.0	he has been diagnosed with schizophrenia and is struggling with disorder ##ed thinking and difficulty distinguishing reality from fantasy .	he has been diagnosed with schizophrenia and is living with ##dis ##ord ##ered thinking and difficulty distinguishing reality from fantasy	He has been diagnosed with schizophrenia and is struggling with disordered thinking and difficulty distinguishing reality from fantasy.	He has been diagnosed with schizophrenia and is living withdisordered thinking and difficulty distinguishing reality from fantasy
4614.0	he has been diagnosed with schizophrenia and is struggling with disorder ##ed thinking and difficulty distinguishing reality from fantasy .	he has been diagnosed with schizophrenia and is experiencing ##dis ##ord ##ered thinking and difficulty distinguishing reality from fantasy	He has been diagnosed with schizophrenia and is struggling with disordered thinking and difficulty distinguishing reality from fantasy.	He has been diagnosed with schizophrenia and is experiencingdisordered thinking and difficulty distinguishing reality from fantasy
4615.0	she is going through a difficult time and is struggling with feelings of loneliness and isolation .	she is going through a difficult time and is living with ##fe ##elin ##gs of loneliness and isolation	She is going through a difficult time and is struggling with feelings of loneliness and isolation.	She is going through a difficult time and is living withfeelings of loneliness and isolation
4616.0	she is going through a difficult time and is struggling with feelings of loneliness and isolation .	she is going through a difficult time and is experiencing ##fe ##elin ##gs of loneliness and isolation	She is going through a difficult time and is struggling with feelings of loneliness and isolation.	She is going through a difficult time and is experiencingfeelings of loneliness and isolation
4617.0	they are dealing with the effects of pts ##d and are struggling with feelings of guilt and shame .	they are dealing with the effects of pts ##d and are living with ##fe ##elin ##gs of guilt and shame	They are dealing with the effects of PTSD and are struggling with feelings of guilt and shame.	They are dealing with the effects of PTSD and are living withfeelings of guilt and shame
4618.0	they are dealing with the effects of pts ##d and are struggling with feelings of guilt and shame .	they are dealing with the effects of pts ##d and are experiencing ##fe ##elin ##gs of guilt and shame	They are dealing with the effects of PTSD and are struggling with feelings of guilt and shame.	They are dealing with the effects of PTSD and are experiencingfeelings of guilt and shame
4619.0	he is struggling with symptoms of bipolar disorder and is currently in a de ##pressive episode .	he is living with ##sy ##mpt ##oms of bipolar disorder and is currently in a de ##pressive episode	He is struggling with symptoms of bipolar disorder and is currently in a depressive episode.	He is living withsymptoms of bipolar disorder and is currently in a depressive episode
4620.0	he is struggling with symptoms of bipolar disorder and is currently in a de ##pressive episode .	he is experiencing ##sy ##mpt ##oms of bipolar disorder and is currently in a de ##pressive episode	He is struggling with symptoms of bipolar disorder and is currently in a depressive episode.	He is experiencingsymptoms of bipolar disorder and is currently in a depressive episode
4621.0	despite being a successful businessman , he was unable to hide his secret life as a substance abuse ##r .	despite being a successful businessman , he was unable to hide his secret life as a person living with a substance use disorder	Despite being a successful businessman, he was unable to hide his secret life as a substance abuser.	Despite being a successful businessman, he was unable to hide his secret life as a person living with a substance use disorder
4622.0	despite being a successful businessman , he was unable to hide his secret life as a substance abuse ##r .	despite being a successful businessman , he was unable to hide his secret life as a individual living with substance use disorder	Despite being a successful businessman, he was unable to hide his secret life as a substance abuser.	Despite being a successful businessman, he was unable to hide his secret life as a individual living with substance use disorder
4623.0	the family of the substance abuse ##r were in denial about the extent of his addiction .	the family of the person living with a substance use disorder were in denial about the extent of his addiction	The family of the substance abuser were in denial about the extent of his addiction.	The family of the person living with a substance use disorder were in denial about the extent of his addiction
4624.0	the family of the substance abuse ##r were in denial about the extent of his addiction .	the family of the individual living with substance use disorder were in denial about the extent of his addiction	The family of the substance abuser were in denial about the extent of his addiction.	The family of the individual living with substance use disorder were in denial about the extent of his addiction
4625.0	the substance abuse ##r ' s friends and colleagues were shocked when they found out about his drug use .	the person living with a substance use disorder ' s friends and colleagues were shocked when they found out about his drug use	The substance abuser's friends and colleagues were shocked when they found out about his drug use.	The person living with a substance use disorder's friends and colleagues were shocked when they found out about his drug use
4626.0	the substance abuse ##r ' s friends and colleagues were shocked when they found out about his drug use .	the individual living with substance use disorder ' s friends and colleagues were shocked when they found out about his drug use	The substance abuser's friends and colleagues were shocked when they found out about his drug use.	The individual living with substance use disorder's friends and colleagues were shocked when they found out about his drug use
4627.0	the court ordered the substance abuse ##r to attend a program for addiction treatment as a condition of his probation .	the court ordered the person living with a substance use disorder to attend a program for addiction treatment as a condition of his probation	The court ordered the substance abuser to attend a program for addiction treatment as a condition of his probation.	The court ordered the person living with a substance use disorder to attend a program for addiction treatment as a condition of his probation
4628.0	the court ordered the substance abuse ##r to attend a program for addiction treatment as a condition of his probation .	the court ordered the individual living with substance use disorder to attend a program for addiction treatment as a condition of his probation	The court ordered the substance abuser to attend a program for addiction treatment as a condition of his probation.	The court ordered the individual living with substance use disorder to attend a program for addiction treatment as a condition of his probation
4629.0	the substance abuse ##r ' s addiction had a devastating impact on his relationships and career .	the person living with a substance use disorder ' s addiction had a devastating impact on his relationships and career	The substance abuser's addiction had a devastating impact on his relationships and career.	The person living with a substance use disorder's addiction had a devastating impact on his relationships and career
4630.0	the substance abuse ##r ' s addiction had a devastating impact on his relationships and career .	the individual living with substance use disorder ' s addiction had a devastating impact on his relationships and career	The substance abuser's addiction had a devastating impact on his relationships and career.	The individual living with substance use disorder's addiction had a devastating impact on his relationships and career
4631.0	the substance abuse ##r knew deep down that he needed help , but was too scared to reach out .	the person living with a substance use disorder knew deep down that he needed help , but was too scared to reach out	The substance abuser knew deep down that he needed help, but was too scared to reach out.	The person living with a substance use disorder knew deep down that he needed help, but was too scared to reach out
4632.0	the substance abuse ##r knew deep down that he needed help , but was too scared to reach out .	the individual living with substance use disorder knew deep down that he needed help , but was too scared to reach out	The substance abuser knew deep down that he needed help, but was too scared to reach out.	The individual living with substance use disorder knew deep down that he needed help, but was too scared to reach out
4633.0	the police discovered illegal drugs in the possession of the substance abuse ##r during a routine traffic stop .	the police discovered illegal drugs in the possession of the person living with a substance use disorder during a routine traffic stop	The police discovered illegal drugs in the possession of the substance abuser during a routine traffic stop.	The police discovered illegal drugs in the possession of the person living with a substance use disorder during a routine traffic stop
4634.0	the police discovered illegal drugs in the possession of the substance abuse ##r during a routine traffic stop .	the police discovered illegal drugs in the possession of the individual living with substance use disorder during a routine traffic stop	The police discovered illegal drugs in the possession of the substance abuser during a routine traffic stop.	The police discovered illegal drugs in the possession of the individual living with substance use disorder during a routine traffic stop
4635.0	the substance abuse ##r ' s road to recovery was long and difficult , but ultimately successful .	the person living with a substance use disorder ' s road to recovery was long and difficult , but ultimately successful	The substance abuser's road to recovery was long and difficult, but ultimately successful.	The person living with a substance use disorder's road to recovery was long and difficult, but ultimately successful
4636.0	the substance abuse ##r ' s road to recovery was long and difficult , but ultimately successful .	the individual living with substance use disorder ' s road to recovery was long and difficult , but ultimately successful	The substance abuser's road to recovery was long and difficult, but ultimately successful.	The individual living with substance use disorder's road to recovery was long and difficult, but ultimately successful
4637.0	she suffers from a mental illness that causes her to experience severe anxiety .	she lives with a mental health condition that causes her to experience severe anxiety	She suffers from a mental illness that causes her to experience severe anxiety.	She lives with a mental health condition that causes her to experience severe anxiety
4638.0	she suffers from a mental illness that causes her to experience severe anxiety .	she experiences a mental health condition that causes her to experience severe anxiety	She suffers from a mental illness that causes her to experience severe anxiety.	She experiences a mental health condition that causes her to experience severe anxiety
4639.0	she suffers from a mental illness that causes her to experience severe anxiety .	she lives with a mental health challenge that causes her to experience severe anxiety	She suffers from a mental illness that causes her to experience severe anxiety.	She lives with a mental health challenge that causes her to experience severe anxiety
4640.0	she suffers from a mental illness that causes her to experience severe anxiety .	she ex ##per ##ien ##des a mental health challenge that causes her to experience severe anxiety	She suffers from a mental illness that causes her to experience severe anxiety.	She experiendes a mental health challenge that causes her to experience severe anxiety
4641.0	the individual suffers from a mental illness that has affected their ability to hold down a job .	the individual lives with a mental health condition that has affected their ability to hold down a job	The individual suffers from a mental illness that has affected their ability to hold down a job.	The individual lives with a mental health condition that has affected their ability to hold down a job
4642.0	the individual suffers from a mental illness that has affected their ability to hold down a job .	the individual experiences a mental health condition that has affected their ability to hold down a job	The individual suffers from a mental illness that has affected their ability to hold down a job.	The individual experiences a mental health condition that has affected their ability to hold down a job
4643.0	the individual suffers from a mental illness that has affected their ability to hold down a job .	the individual lives with a mental health challenge that has affected their ability to hold down a job	The individual suffers from a mental illness that has affected their ability to hold down a job.	The individual lives with a mental health challenge that has affected their ability to hold down a job
4644.0	the individual suffers from a mental illness that has affected their ability to hold down a job .	the individual ex ##per ##ien ##des a mental health challenge that has affected their ability to hold down a job	The individual suffers from a mental illness that has affected their ability to hold down a job.	The individual experiendes a mental health challenge that has affected their ability to hold down a job
4645.0	the young boy suffers from a mental illness that requires him to take medication daily .	the young boy lives with a mental health condition that requires him to take medication daily	The young boy suffers from a mental illness that requires him to take medication daily.	The young boy lives with a mental health condition that requires him to take medication daily
4646.0	the young boy suffers from a mental illness that requires him to take medication daily .	the young boy experiences a mental health condition that requires him to take medication daily	The young boy suffers from a mental illness that requires him to take medication daily.	The young boy experiences a mental health condition that requires him to take medication daily
4647.0	the young boy suffers from a mental illness that requires him to take medication daily .	the young boy lives with a mental health challenge that requires him to take medication daily	The young boy suffers from a mental illness that requires him to take medication daily.	The young boy lives with a mental health challenge that requires him to take medication daily
4648.0	the young boy suffers from a mental illness that requires him to take medication daily .	the young boy ex ##per ##ien ##des a mental health challenge that requires him to take medication daily	The young boy suffers from a mental illness that requires him to take medication daily.	The young boy experiendes a mental health challenge that requires him to take medication daily
4649.0	the woman suffers from a mental illness that causes her to have del ##usion ##al thoughts and hall ##uc ##inations .	the woman lives with a mental health condition that causes her to have del ##usion ##al thoughts and hall ##uc ##inations	The woman suffers from a mental illness that causes her to have delusional thoughts and hallucinations.	The woman lives with a mental health condition that causes her to have delusional thoughts and hallucinations
4650.0	the woman suffers from a mental illness that causes her to have del ##usion ##al thoughts and hall ##uc ##inations .	the woman experiences a mental health condition that causes her to have del ##usion ##al thoughts and hall ##uc ##inations	The woman suffers from a mental illness that causes her to have delusional thoughts and hallucinations.	The woman experiences a mental health condition that causes her to have delusional thoughts and hallucinations
4651.0	the woman suffers from a mental illness that causes her to have del ##usion ##al thoughts and hall ##uc ##inations .	the woman lives with a mental health challenge that causes her to have del ##usion ##al thoughts and hall ##uc ##inations	The woman suffers from a mental illness that causes her to have delusional thoughts and hallucinations.	The woman lives with a mental health challenge that causes her to have delusional thoughts and hallucinations
4652.0	the woman suffers from a mental illness that causes her to have del ##usion ##al thoughts and hall ##uc ##inations .	the woman ex ##per ##ien ##des a mental health challenge that causes her to have del ##usion ##al thoughts and hall ##uc ##inations	The woman suffers from a mental illness that causes her to have delusional thoughts and hallucinations.	The woman experiendes a mental health challenge that causes her to have delusional thoughts and hallucinations
4653.0	the man suffers from a mental illness that has led to him becoming isolated and withdrawn from society .	the man lives with a mental health condition that has led to him becoming isolated and withdrawn from society	The man suffers from a mental illness that has led to him becoming isolated and withdrawn from society.	The man lives with a mental health condition that has led to him becoming isolated and withdrawn from society
4654.0	the man suffers from a mental illness that has led to him becoming isolated and withdrawn from society .	the man experiences a mental health condition that has led to him becoming isolated and withdrawn from society	The man suffers from a mental illness that has led to him becoming isolated and withdrawn from society.	The man experiences a mental health condition that has led to him becoming isolated and withdrawn from society
4655.0	the man suffers from a mental illness that has led to him becoming isolated and withdrawn from society .	the man lives with a mental health challenge that has led to him becoming isolated and withdrawn from society	The man suffers from a mental illness that has led to him becoming isolated and withdrawn from society.	The man lives with a mental health challenge that has led to him becoming isolated and withdrawn from society
4656.0	the man suffers from a mental illness that has led to him becoming isolated and withdrawn from society .	the man ex ##per ##ien ##des a mental health challenge that has led to him becoming isolated and withdrawn from society	The man suffers from a mental illness that has led to him becoming isolated and withdrawn from society.	The man experiendes a mental health challenge that has led to him becoming isolated and withdrawn from society
4657.0	the person suffers from a mental illness that has led to them experiencing severe depression .	the person lives with a mental health condition that has led to them experiencing severe depression	The person suffers from a mental illness that has led to them experiencing severe depression.	The person lives with a mental health condition that has led to them experiencing severe depression
4658.0	the person suffers from a mental illness that has led to them experiencing severe depression .	the person experiences a mental health condition that has led to them experiencing severe depression	The person suffers from a mental illness that has led to them experiencing severe depression.	The person experiences a mental health condition that has led to them experiencing severe depression
4659.0	the person suffers from a mental illness that has led to them experiencing severe depression .	the person lives with a mental health challenge that has led to them experiencing severe depression	The person suffers from a mental illness that has led to them experiencing severe depression.	The person lives with a mental health challenge that has led to them experiencing severe depression
4660.0	the person suffers from a mental illness that has led to them experiencing severe depression .	the person ex ##per ##ien ##des a mental health challenge that has led to them experiencing severe depression	The person suffers from a mental illness that has led to them experiencing severe depression.	The person experiendes a mental health challenge that has led to them experiencing severe depression
4661.0	the teenager suffers from a mental illness that has caused them to struggle with self - harm and suicidal thoughts .	the teenager lives with a mental health condition that has caused them to struggle with self - harm and suicidal thoughts	The teenager suffers from a mental illness that has caused them to struggle with self-harm and suicidal thoughts.	The teenager lives with a mental health condition that has caused them to struggle with self-harm and suicidal thoughts
4662.0	the teenager suffers from a mental illness that has caused them to struggle with self - harm and suicidal thoughts .	the teenager experiences a mental health condition that has caused them to struggle with self - harm and suicidal thoughts	The teenager suffers from a mental illness that has caused them to struggle with self-harm and suicidal thoughts.	The teenager experiences a mental health condition that has caused them to struggle with self-harm and suicidal thoughts
4663.0	the teenager suffers from a mental illness that has caused them to struggle with self - harm and suicidal thoughts .	the teenager lives with a mental health challenge that has caused them to struggle with self - harm and suicidal thoughts	The teenager suffers from a mental illness that has caused them to struggle with self-harm and suicidal thoughts.	The teenager lives with a mental health challenge that has caused them to struggle with self-harm and suicidal thoughts
4664.0	the teenager suffers from a mental illness that has caused them to struggle with self - harm and suicidal thoughts .	the teenager ex ##per ##ien ##des a mental health challenge that has caused them to struggle with self - harm and suicidal thoughts	The teenager suffers from a mental illness that has caused them to struggle with self-harm and suicidal thoughts.	The teenager experiendes a mental health challenge that has caused them to struggle with self-harm and suicidal thoughts
4665.0	the woman suffers from a mental illness has made it difficult for her to maintain healthy relationships .	the woman lives with a mental health condition has made it difficult for her to maintain healthy relationships	The woman suffers from a mental illness has made it difficult for her to maintain healthy relationships.	The woman lives with a mental health condition has made it difficult for her to maintain healthy relationships
4666.0	the woman suffers from a mental illness has made it difficult for her to maintain healthy relationships .	the woman experiences a mental health condition has made it difficult for her to maintain healthy relationships	The woman suffers from a mental illness has made it difficult for her to maintain healthy relationships.	The woman experiences a mental health condition has made it difficult for her to maintain healthy relationships
4667.0	the woman suffers from a mental illness has made it difficult for her to maintain healthy relationships .	the woman lives with a mental health challenge has made it difficult for her to maintain healthy relationships	The woman suffers from a mental illness has made it difficult for her to maintain healthy relationships.	The woman lives with a mental health challenge has made it difficult for her to maintain healthy relationships
4668.0	the woman suffers from a mental illness has made it difficult for her to maintain healthy relationships .	the woman ex ##per ##ien ##des a mental health challenge has made it difficult for her to maintain healthy relationships	The woman suffers from a mental illness has made it difficult for her to maintain healthy relationships.	The woman experiendes a mental health challenge has made it difficult for her to maintain healthy relationships
4669.0	the person suffers from a mental illness that has him facing discrimination and stigma in his daily life .	the person lives with a mental health condition that has him facing discrimination and stigma in his daily life	The person suffers from a mental illness that has him facing discrimination and stigma in his daily life.	The person lives with a mental health condition that has him facing discrimination and stigma in his daily life
4670.0	the person suffers from a mental illness that has him facing discrimination and stigma in his daily life .	the person experiences a mental health condition that has him facing discrimination and stigma in his daily life	The person suffers from a mental illness that has him facing discrimination and stigma in his daily life.	The person experiences a mental health condition that has him facing discrimination and stigma in his daily life
